index,Name,RM Code,OBSOLETE,Ref No.,Specification Date,Supersedes,Implementation,QCP Revision,Product Name,General Description,INCI Name,General Requirements,OTC Drug Active Ingredient,% Activity,Analytical Requirements (Limits),Appearance,Odor,Odor - Characteristic,Color,Color (25% aq. Soln.),Color (APHA  PT CO),Color (APHA) (Haze-Free),COLOR (Gardner),Color (1963 Gardner),Color - White,0.2% Emulsion Viscosity (cps),1  3 Butylene Glycol,1 4 Dioxane (ppm),Acetone  Other Ketones  Isopropyl  Alcohol  T-Butyl Alcohol,Acid Number,Acid-Soluble Substances,Acid Value,Acid Value (Mg KOH/g),Acid Value (Mg KOH/g oil),Acid Value (mg/g),Acidity,Acidity (as Lactic Acid) (%),Acidity as Acetic,Acidity / Alkalinity,Active (Anionic)(%),% Active,Substance (Anionic)(%),Actives,Active Ingredient (as EDTA NA4 . 4 H2O)(%),Active matter,Actives,Activity of Sarcosinates (%),Additives,Alcohol Content (% w/w),Alkaline Earth Metals,Alkalinity ,Alpha-Monoglycerides (%),Aluminum : Chlorine  (atomic ratio),Aluminum Oxide (%),Amine Oxide ,Aminopropanol (%),Ammonia,Percent Ammonium Chloride ,Antimony (ppm),APC (cfu/mL),Arsenic (ppm),Arsenic (%),Arsenic (as As2O3),Ash (Percent),Ash Content (residue on ignition),Sulfated Ash,Sulfuric Ash (%),Assay ,Assay (As is),Assay  on Dry Material,Assay (C8H8O3),Assay (as CaHPO4 ? 2H2O)%,Assay as DB,Assay (Na2S2O5)(%),Assay (anhydrous basis),Assay (on dried basis),Beta-Glucan Assay,2-Phenoxyethanol Assay (%),?-Cubeben Assay (g/l),?-Pinene Assay  (g/l),Caryophylene Assay  (g/l),Copaene Assay  (g/l),Flavesone Assay  (g/l),Isoleptospermone Assay  (g/l),Leptospermone Assay  (g/l),Retinyl Palmitate Assay (IU per gram),Benzoic Acid (%),Bitrex  NF (Denatonium Benzoate),Bromide,Bromine index,Cadmium (%),Calcium (%),Carbonates,Chelation,Chelation Value,Chloride ,Chloride as NaCl ,Chlorides ,Content of Chloride (as DB),Chromatographic Purity,Clarity ,Clarity  transmission @ 420 nm 0.5% neutralized solution,Cloud Point  C,Color  Apha,Gardner Color,Color Value,Conductivity (50% w/w sol.),Congealing Temperature (°C) Range,No. 2 Congealing Temperature (°C) Range,Cyclohexane (%),"D5 Component by GC
 (Primary Component = Decamethylcyclopentasiloxane)",Density,Density (g/ml),Density at 20°C ,Density @ 25°C,Density / bulk tapped ,Density  Bulk (Packed) (g/cc),Dioxane ,Distillation Range  760mm - IBP,Distillation Range  760mm - DP,dl-Lactone (%),Drop Point (°F),Esther Value,Ethyl Acetate (%),FCC Identification Tests,Flash Point ,Flash Point (ASTM D 93),Flash point  Closed cup,Fluoride (ppm),Formaldehyde Content,Free Amine ,Free Ethylene Oxide (ppm),Free Fatty Acid ,Free Fatty Acid (Oleic),Free Fatty Acid (% C12),Free Glycerine (%),Free Sterol,Fructose (%),Galactoarabinan (Anhydrous) ,GC Curve,GLC Assay,GLC (% Total Isomers),GLC (% dl-Menthol),Glucose (%),Haze (APHA),Heavy Metal (s),Heavy Metals (ppm),Heavy Metals (as Pb),Heavy Metals (as Lead) (ppm),Hydroxyl Value ,Hydroxyl Value (Mg KOH/g),I. D. - I.R. Spectrum,ID by IR,Identification,Identification Test A,Identification by FTIR,Identification by IR of GC,Identity Test,Identification (IR Spectrum),Identification by IR (Spectrum),Infrared Spectrum,IR Identification,IR Spectrum,I.R,I.R. Spectrum,Inorganic Phosphorus (%),Insoluble Substance and Organic Matter,Iodine Number,Iodine Value ,Iodine Value (Wijs),Iron ,Iron (ppm),Iron (visual),Kinematic Viscosity @ 210°F,Kosher Certified,Lead ,Lead as Pb ,Limit on Tannins (mg/mL),Loss on Drying ,Loss on Ignition (%),Magnesium (Mg) (%),M.P.,Melting Point (°C),Melting Point /Range ,Melting Point /Range (Open),Melting Point: Strahl & Pitsch (°C),Melting Point: Frank B. Ross (°C),Melting Range,Mercury (ppm),Mg and Alkali Salts,Moisture ,Moisture Content (%) ,Moisture Content (%) Karl Fisher,Moisture Content (Visual),% Moisture,NF Identification Test A&B,Nitrogen Content (%),Non-Volatile Residue  Total ,Non-Volatile Matter,Non-Volatile Matter (1 gr-1h-105°C),Oligosaccharides (%),Organic Volatile Impurities,Particle Size (10),Particle Size (20),Particle size  ,Particle Size (% through 200 mesh),Particle Size thru 80# mesh (180 micron),Particle Size Distribution: >20 Mesh,Particle Size Distribution: >30 Mesh,Particle Size Distribution: >60 Mesh,Particle Size Distribution: <60 Mesh,Penetration (mm),Percent Unsulfated Alcohol,Percent Water (Karl Fischer),Percent Water ,Percent Flame Atomic Emission Spectroscopy (MW377) (%),% Free Fatty Alcohol (or % Unsulfated Matter),Peroxide Value,pH,pH (neat 25°C),pH at 25°C,"pH at 25°C (10% solution*)
* = 85/15 Deionized Water / Isopropyl Alcohol mixture",pH (as is),pH (as is @ 25C),pH (0.25% Solution),pH (1.0g/L  20°C),pH (1% Solution),pH (1% Aqueous Solution),pH 1% w/w sol.,pH (1% Aq. Soln.)  (@ 25°C),pH @ 30°C  (1.5% Aq. Soln.),pH (3% Aqueous Sol'n.)(@ 25°C),pH  (5%  50:50 IPA  H2O) Croda or pH (10% solution) Stepan and Mcintyre Group Ltd.,pH - 5% Aqueous Dispersion,pH - 5% aqueous solution,pH (5% Aqueous Solution @ 25°C),pH at 25°C (5% Aq.),pH (5% w/w Sol.),pH (10% aqueous solution),pH (@25°C) (10% Aq. Soln.),pH - 10% Distilled Water Solution,pH (10% w/w sol. in water),pH (15% Aq. Sol'n.)(@ 25°C,pH - 20% Aqueous dispersion,pH - 20% solution,pH (20% slurry = 20 g suspension in 80 mL Purified Water after 2 hours at 25 C),Phenol (%),Phosphate (ppm),Potassium,Procyanidolic Value (%),Proof (%) at 60°F,Purified Water,Purity ,Percent Purity ,Purity by GC (%),Pyridoxine Hydrochloride (as DB)(%),Ratio Number ,Reducing Sugars (as Dextrose),Refractive Index ,Refractive Index @ 20°C,Refractive Index (at 25°C),Refractive Index ND20,Refractive Index @ 20-24°C,Residual Maleic Anhydride,Residual Solvent (Cyclohexane and Ethyl Acetate)(%),Residue on Drying (%),Residue on Ignition (%),Sacchrose & Reducing sugars,Saponification Cloud,Saponification Value,Saponification Value (mg/g),Saponification Value (Mg KOH/g),SDA 40 Alcohol Content by Volume (%),Sieve Analysis,Sieve Analysis (<420 mn),Sieve Analysis (wet screening): Thru 200 Mesh:,Sieve Analysis 200 Mesh,Sieve Analysis: 270 Mesh,Sieve Analysis (wet): Thru 325 Mesh:,Sieve Analysis: USS No. 30,Sieve Analysis: USS No. 100,Silicon Dioxide (%),(Sodium Chloride) NaCl,Sodium Sulfate (%),Solidification Point ,Solids (%),Solids Content (%),Solubillity,Solubility (g/mL or %w/v),Solubility in H2O at 25°C,Soubility in water,Solubility / Turbidity @ 30°C,Specific Absorbance (E1%1cm at ? max 303 nm (+/- 2 nm) in Methanol,Specific Gravity ,Specific Gravity (at 20°C),Sp. Gravity @20/20°C,Specific Gravity @ 25°C,Specific Gravity (25/25°C), Specific Gravity at 60°F,Spefific Gravity (@ 77°F),Specific Gravity at 25°C - Synthetic,Specific Gravity at 25°C - Natural,Specific Rotation,Specific Rotation at 25°C,Sulfate (ppm),Sulfate (%),Superoxide Dismutase Activity (PIU/ml),Taste,Tea Tree Oil content (%),% Total Solids ,Total Solids / Non volatile matter (%),Transmittance (1% Solution @ 600 nm)(%),Turbidity,Unsaponifiables (%),Viscosity,Viscosity CST,Viscosity (@25°C) (neutralized) 0.5% Aq. Soln,Viscosity (@25°C) (neutralized) 1.0% Aq. Soln,Viscosity - 5% Aq. Dispersion,Viscosity - 5% Aqueous Solution,Viscosity - LVT  TD  1.5 RPM  1 Min.,Viscosity - LVT  TE  0.3 RPM,Viscosity (RVT #3 @ 50 RPM),Viscosity  20-25°C,Viscosity @ 25°C,Viscosity @ 25°C (in cps.) 0.5% Aqueous gel (Spindle @ 30 RPM),Viscosity - @ 25°C neutralized with NaOH or TEA to a pH of 5.5 - 6.0. ? 0.5% aq. Solution,Viscosity @ 75°C (1% Aq. Soln.),Viscosity - Temperature in °C ,Viscosity - Sample Size,Viscosity - Brookfield Model used:,Viscosity - RPM:,Viscosity - Spindle number used:,Viscosity - Helipath ON / OFF,Viscosity - Conversion Factor:,Viscosity - Container,Viscosity - Helipath travel time (sec):,Viscosity - Dial reading:,Viscosity - cps:,Viscosity  CST,Viscosity - mPas,Alt. Method - Viscosity - Temperature in °C ,Alt. Method - Viscosity - Sample Size,Alt. Method - Viscosity - Brookfield Model used:,Alt. Method - Viscosity - RPM:,Alt. Method - Viscosity - Spindle number used:,Alt. Method - Viscosity - Helipath ON / OFF,Alt. Method - Viscosity - Conversion Factor:,Alt. Method - Viscosity - Container,Alt. Method - Viscosity - Helipath travel time (sec):,Alt. Method - Viscosity - Dial reading:,Alt. Method - Viscosity - cps:,Alt. Method - Viscosity - mPas, Volatile Fatty Acids,Volatile Matter,Volatiles,Water (Karl Fisher),Water Content (Karl Fisher),Water,Water Content ,Water soluble,Water-soluble Substances (%),Microbiological Requirements (Limits),Microbial (1),Total Coliforms,Microbiological Plate Count,Total Plate Count,Mesophilic Aerobic Bacteria,Total Mesophilic Aerobes,Total Aerobic Count(s) (cfu/g),Yeasts (cfu/g),Molds (cfu/g),Coliforms,E. coli,Salmonella,Gram Negative Bacteria (absent),Pseudomonas Aeruginosa (absent),Staphylococcus Aureus (absent)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,, ,, ,,, , , , ,, ,,,,,,,,,,, , ,,, , , , , , , , , , , , , , ,, ,,,,,,,,, ,6.30%,,,,,,,,,,,,,,,,, ,, , , ,,,, , ,,,,,,,, , , , , , , ,,,,,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,, , , , , , , , ,,, ,, ,,,, ,,,,,,,,,,,,,,, ,,,, , , , , , , , , , , , , , , , , , , , , , , , ,7.0 , , , , , , ,,,,,,,,, , , ,, , , , , ,, , , , ,, , , , ,,,,,,,,,,,, ,, ,,,,,, , , , , , , ,, , , , , , ,,, , , ,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Cocamidopropyl Betaine,RC020,,2C044,5-Apr-2002,2B093, , ,Cocamidopropyl Betaine,Light yellow clear liquid,Cocamidopropyl Betaine,Avoid eye contact. Keep container closed. Use reasonable care. Do not order more than one year supply at a time.,NO,,,Clear liquid  To Match Master,Characteristic  To Match Master, ,APHA  250 max., , , , , , , , , , , , , , , , , , , , , , , ,29 - 31%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.5 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,35 - 36%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , , ,Max. 100 cfu/g, ,Max. 100 cfu/g,Max. 100 cfu/g, , , , , , 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,, ,, ,,, , , , ,, ,,,,,,,,,,, , ,,, , , , , , , , , , , , , , ,, ,,,,,,,,, , ,,,,,,,,,,,,,,,,, ,, , , ,,,, , ,,,,,,,, , , , , , , ,,,,,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,, , , , , , , , ,,, ,, ,,,, ,,,,,,,,,,,,,,, ,,,, , , , , , , , , , , , , , , , , , , , , , , , , ,to, , , , , ,,,,,,,,, , , ,, , , , , ,, , , , ,, , , , ,,,,,,,,,,,, ,, ,,,,,, , , , , , , ,, , , , , , ,,, , , ,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,, ,, ,,, , , , ,, ,,,,,,,,,,, , ,,, , , , , , , , , , , , , , ,, ,,,,,,,,, , ,,,,,,,,,,,,,,,,, ,, , , ,,,, , ,,,,,,,, , , , , , , ,,,,,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,, , , , , , , , ,,, ,, ,,,, ,,,,,,,,,,,,,,, ,,,, , , , , , , , , , , , , , , , , , , , , , , , , ,7.0 , , , , , ,,,,,,,,, , , ,, , , , , ,, , , , ,, , , , ,,,,,,,,,,,, ,, ,,,,,, , , , , , , ,, , , , , , ,,, , , ,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Corn Starch,RC021,,8A079,19-Jan-1998,NEW, , ,Corn Starch,White to off-white free flowing powder,Corn Starch,Avoid eye contact. Keep container closed. Use reasonable care. Do not order more than one year supply at a time.,NO,,,Free flowing powder  To Match Master,Characteristic  To Match Master, ,White to off-white  To Match Master, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14% Max, , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.5 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , ,Max. 10 000/g, , ,Max. 200/g,Max. 200/g, , , ,None Detected, , 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,, ,, ,,, , , , ,, ,,,,,,,,,,,, ,,, , , , , , , , , , , , , , ,, ,,,,,,,,, , ,,,,,,,,,,,,,,,,, ,, , , ,,,, , ,,,,,,,, , , , , , , ,,,,,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,, , , , , , , , ,,,,, ,,,, ,,,,,,,,,,,,,,, ,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-, , ,,,,,,,,, , , ,, , , , , ,, , , , ,, , , , ,,,,,,,,,,,, ,, ,,,,,, , , , , , , ,, , , , , , ,,, , , ,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,, ,, ,,, , , , ,, ,,,,,,,,,,,, ,,, , , , , , , , , , , , , , ,, ,,,,,,,,, , ,,,,,,,,,,,,,,,,, ,, , , ,,,, , ,,,,,,,, , , , , , , ,,,,,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,, , , , , , , , ,,,,, ,,,, ,,,,,,,,,,,,,,, ,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7.0 , , ,,,,,,,,, , , ,, , , , , ,, , , , ,, , , , ,,,,,,,,,,,, ,, ,,,,,, , , , , , , ,, , , , , , ,,, , , ,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Calcium Lactate ,RC022,,11G106,27-Jul-2011,9A066, , ,Calcium Lactate Monohydrate,White Powder,Calcium Lactate ,Avoid eye contact. Keep container closed. Use reasonable care Do not order more than 1 year supply at a time.,NO,,,To Match Master, ,To Match Master, , , , , , ,To Match Master, , , , , , , , , , , , , ,pass, , , , , , , , , , , , , , , , , , , , , ,1 ppm Max., , , , , , ,98% Min, , , , , , , , , , , , , , , , , , , , , , , , , , , ,Max 80 ppm, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20 ppm max., , , , , , , , , , , , , , , , , , , , , , , , ,40 ppm max., , , , , , ,5 - 8%, , , , , , , , , , ,pass, , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, , , , , , , , , , , , , , , , , , , , , , ,pass, , , , , , , , , , , , , , , , ,Min 98, , , , , , , , , , , , ,Min 9 g in 100 ml of water at 25°C, , , , , , , , , , , , , , , , ,Max 400 ppm, , , , , , , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,pass, , , , , , , , ,, , , , ,Max. 100/g, , ,Max. 100/g,Max. 100/g, , , , , , 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,, ,, ,,, , , , ,, ,,,,,,,,,,,, ,,, , , , , , , , , , , , , , ,, ,,,,,,,,,, ,,,,,,,,,,,,,,,,, ,, , , ,,,, , ,,,,,,,, , , , , , , ,,,,,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,, , , , , , , , ,,, ,, ,,,, ,,,,,,,,,,,,,,, ,,,, , , , , , , , , , , , , , , , , , , ,-, , , , , , , , , , , ,,,,,,,,, , , ,, , , , , ,, , , , ,, , , , ,,,,,,,,,,,, ,, ,,,,,, , , , , , , ,, , , , ,, ,,, , , ,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,, ,, ,,, , , , ,, ,,,,,,,,,,,, ,,, , , , , , , , , , , , , , ,, ,,,,,,,,,, ,,,,,,,,,,,,,,,,, ,, , , ,,,, , ,,,,,,,, , , , , , , ,,,,,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,, , , , , , , , ,,, ,, ,,,, ,,,,,,,,,,,,,,, ,,,, , , , , , , , , , , , , , , , , , , ,8, , , , , , , , , , , ,,,,,,,,, , , ,, , , , , ,, , , , ,, , , , ,,,,,,,,,,,, ,, ,,,,,, , , , , , , ,, , , , ,, ,,, , , ,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Glycine Soja (Soybean) Oil (and) Calendula Officinalis Flower Extract (and) Tocopherol,RC023,,9A067,20-Jan-2009,5F078, , ,Calendula Oil,Yellow liquid,Glycine Soja (Soybean) Oil (and) Calendula Officinalis Flower Extract (and) Tocopherol,Avoid eye contact. Keep container closed. Use reasonable care. Do not order more than 1 year supply at a time.,NO,,,Liquid  To Match Master,To Match Master, ,Yellow  To Match Master, , , , , , , , , , , , ,Less than 1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8 - 11 Gardner, , , , , ,0.918 - 0.922/ml @ 20 °C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,125 - 140, , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.473 - 1.475, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , , ,Max. 100 CFU/g, ,Max. 100 CFU/g,Max. 100 CFU/g, , , , , , 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,, ,, ,,, , , , ,, ,,,,,,,,,,, , ,,, , , , , , , , , , , , , , ,, ,,,,,,,,, , ,,,,,,,,,,,,,,,,, ,, , , ,,,, , ,,,,,,,, , , , , , , ,,,,,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,, , , , , , , , ,,, ,, ,,,, ,,,,,,,,,,,,,,, ,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,, , , ,,, ,, , ,, , , , ,, , , , ,,,,,,,,,,,, ,, ,,,,,, , , , , , , ,, , , , , , ,,, , , ,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,, ,, ,,, , , , ,, ,,,,,,,,,,, , ,,, , , , , , , , , , , , , , ,, ,,,,,,,,, , ,,,,,,,,,,,,,,,,, ,, , , ,,,, , ,,,,,,,, , , , , , , ,,,,,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,, , , , , , , , ,,, ,, ,,,, ,,,,,,,,,,,,,,, ,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,, , , ,,, ,, , ,, , , , ,, , , , ,,,,,,,,,,,, ,, ,,,,,, , , , , , , ,, , , , , , ,,, , , ,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Cyclomethicone  Polysilicone-11,RC025 - Obsolete,OBSOLETE,2A014,11-Jan-2002,8A131, , ,Cyclomethicone  Polysilicone-11,Colorless translucent gel,Cyclomethicone  Polysilicone-11,Avoid eye contact. Keep container closed. Use reasonable care. Do not order more than one year supply at a time.,NO,,,Gel / Paste  To Match Master,Characteristic  To Match Master, ,Colorless translucent  To Match Master, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6.5, , , , ,, , , , ,58 000 - 85 000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , , , , , , , , , , , , 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,, ,, ,,, , , , ,, ,,,,,,,,,,, , ,,, , , , , , , , , , , , , , ,, ,,,,,,,,, , ,,,,,,,,,,,,,,,,, ,, , , ,,,, , ,,,,,,,, , , , , , , ,,,,,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,, , , , , , , , ,,, ,, ,,,, ,,,,,,,,,,,,,,, ,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,, , , ,, , , , , ,, , , , ,, , , , ,,,,,,,,,,,, ,, ,,,,,, , , , , , , ,, , , , , , ,,, , ,±,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,, ,, ,,, , , , ,, ,,,,,,,,,,, , ,,, , , , , , , , , , , , , , ,, ,,,,,,,,, , ,,,,,,,,,,,,,,,,, ,, , , ,,,, , ,,,,,,,, , , , , , , ,,,,,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,, , , , , , , , ,,, ,, ,,,, ,,,,,,,,,,,,,,, ,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,, , , ,, , , , , ,, , , , ,, , , , ,,,,,,,,,,,, ,, ,,,,,, , , , , , , ,, , , , , , ,,, , ,2.0,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Cetyl Dimethicone,RC028,,11J066,19-Sep-2011,9B039, , ,Cetyl Dimethicone (Abil Wax 9814),Colorless  clear liquid.,Cetyl Dimethicone,Avoid eye contact. Keep container closed. Use reasonable care.,NO,,,"clear liquid  
To Match Master",To Match Master, , , , , ,"Max. 1  
To Match Master", , , , , , , , , , , , , , , , , , , , , ,100%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,.88 - .92 g/ml, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.435 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , , , , , ,250 - 450 mPas, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , ,Max. 100/g, , ,Max. 100/g,Max. 100/g, , , , , , 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,, ,, ,,, , , , ,, ,,,,,,,,,,, , ,,, , , , , , , , , , , , , , ,, ,,,,,,,,, , ,,,,,,,,,,,,,,,,, ,, , , ,,,, , ,,,,,,,, , , , , , , ,,,,,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,, , , , , , , , ,,, ,, ,,,, ,,,,,,,,,,,,,,, ,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,, , , ,, , ,-, , ,, , , , ,, , , , ,,,,,,,,,,,, ,, ,,,,,, , , , , , , ,, , , , , , ,,, , , ,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,, ,, ,,, , , , ,, ,,,,,,,,,,, , ,,, , , , , , , , , , , , , , ,, ,,,,,,,,, , ,,,,,,,,,,,,,,,,, ,, , , ,,,, , ,,,,,,,, , , , , , , ,,,,,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,, , , , , , , , ,,, ,, ,,,, ,,,,,,,,,,,,,,, ,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,, , , ,, , ,1.441 , , ,, , , , ,, , , , ,,,,,,,,,,,, ,, ,,,,,, , , , , , , ,, , , , , , ,,, , , ,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
